baseline_Distance Travelled,model_Distance Travelled,baseline_No. Of Stops Passed Through,model_No. Of Stops Passed Through,baseline_Non-Collision Destroyed,model_Non-Collision Destroyed,baseline_Non-Vehicle Collision Count,model_Non-Vehicle Collision Count,baseline_Serious Collision Count,model_Serious Collision Count,baseline_Speed,model_Speed,baseline_Speed Limit,model_Speed Limit,baseline_Time Stopped,model_Time Stopped,baseline_Time in speed0-5mph,model_Time in speed0-5mph,baseline_Time in speed10-15mph,model_Time in speed10-15mph,baseline_Time in speed15-20mph,model_Time in speed15-20mph,baseline_Time in speed20-25mph,model_Time in speed20-25mph,baseline_Time in speed25-30mph,model_Time in speed25-30mph,baseline_Time in speed30-35mph,model_Time in speed30-35mph,baseline_Time in speed5-10mph,model_Time in speed5-10mph,baseline_Vehicle-Vehicle Collision Count,model_Vehicle-Vehicle Collision Count,baseline_realtimeSinceStartup,model_realtimeSinceStartup,baseline_totalTimeinminsoFar,model_totalTimeinminsoFar
1278.413,997.1356,0,2.0,0,0.0,0,0.0,0,0.0,0.0110439,0.008531305,30,26.52765,6.624942,7.070635,6.822291,7.203133,0.2657677,0.2385979,0.3432145,0.3632863,0.4258641,1.163378,1.903418,0.7899501,0.0,0.01666667,0.2590878,0.2428744,5,0.0,657.9422,721.7968,10.01932,10.01755
2608.968,1463.844,1,0.0,0,0.0,0,0.0,0,0.0,0.02209282,0.01306427,30,30.47732,4.114233,6.010017,4.213684,6.150135,0.1741197,0.3079182,0.2407331,0.4297669,0.3629653,1.235507,4.747186,1.624337,0.1182657,0.03581247,0.1627004,0.2343948,0,2.0,657.9424,721.797,10.01932,10.01755
1833.415,1776.728,0,0.0,0,0.0,0,0.0,0,0.0,0.01408714,0.01538872,30,25.52898,5.700816,5.334007,5.820037,5.471417,0.1977378,0.3391724,0.2434657,0.4398638,0.3483557,1.272591,3.200745,1.778337,0.05746324,0.4756482,0.1518438,0.2408453,2,1.0,657.9427,721.7972,10.01932,10.01755
3035.878,1455.525,0,0.0,0,0.0,0,0.0,0,0.0,0.02588945,0.01164972,30,25.92391,3.332222,6.130602,3.450292,6.293186,0.1897249,0.3307682,0.2440001,0.3841242,0.340155,0.7632228,5.665797,1.825777,0.0,0.2052301,0.1296838,0.2155639,0,2.0,657.943,721.7974,10.01932,10.01755
2312.282,2181.228,1,0.0,0,0.0,0,0.0,0,0.0,0.02070905,0.01671552,30,22.4597,4.733771,4.633788,4.841932,4.75825,0.2213095,0.2168822,0.2681803,0.3030691,0.3982736,0.9776942,4.11799,3.346678,0.0,0.2375994,0.1719654,0.1776976,0,4.0,657.9432,721.7976,10.01932,10.01755
1800.132,1456.131,1,0.0,0,0.0,2,0.0,0,0.0,0.01361208,0.01147498,30,24.93852,5.568483,5.930021,5.721313,6.060691,0.2403733,0.2216891,0.3607065,0.3455754,0.5830683,2.422164,2.901001,0.6883447,0.0,0.115273,0.2131927,0.1641288,3,4.0,657.9435,721.7979,10.01932,10.01755
2628.838,2566.019,0,1.0,0,0.0,0,0.0,0,0.0,0.02265983,0.02040762,30,26.47353,4.158718,3.411392,4.26361,3.507775,0.1938026,0.3186396,0.2440359,0.6183081,0.3464755,2.311116,4.829192,2.889345,0.0,0.1943428,0.1425377,0.1783553,0,0.0,657.9437,721.798,10.01932,10.01755
2601.568,1747.21,2,0.0,0,0.0,0,0.0,0,0.0,0.022917,0.01555346,30,29.56963,4.292938,5.607957,4.372863,5.704444,0.1541944,0.2379411,0.1900792,0.3956274,0.3033152,0.780196,4.856636,2.736167,0.0,0.0,0.1425654,0.163493,0,0.0,657.944,721.7983,10.01932,10.01755
1765.812,1615.101,0,3.0,0,0.0,0,0.0,0,0.0,0.01248249,0.01472156,30,25.49387,5.781201,5.526252,5.939277,5.740592,0.2418065,0.3803745,0.2744083,0.5162885,0.3571186,0.995181,3.007138,1.900144,0.0,0.1781393,0.1999015,0.3071499,4,1.0,657.9442,721.7985,10.01932,10.01755
1915.873,1369.201,1,0.0,0,0.0,0,0.0,0,0.0,0.01591238,0.01222122,30,27.75996,5.584208,6.288645,5.69694,6.445794,0.1983144,0.2406841,0.2218407,0.3615541,0.4150439,1.090902,3.348152,1.68351,0.0,0.0,0.1393556,0.1954321,0,2.0,657.9445,721.7987,10.01932,10.01755
2079.56,1998.709,0,0.0,0,0.0,0,0.0,0,0.0,0.01836663,0.01703699,30,24.55749,4.852147,4.979073,5.053722,5.056509,0.3134537,0.2087481,0.3674492,0.2984485,0.6532114,1.60811,3.362604,2.624603,0.0,0.07286354,0.2692075,0.1485889,2,0.0,657.9448,721.7989,10.01932,10.01755
2038.911,1260.65,0,0.0,0,0.0,0,0.0,0,0.0,0.02023875,0.01117431,30,28.11728,5.182597,6.365843,5.313852,6.537004,0.2405446,0.3092262,0.3057221,0.5115336,0.4861702,1.292459,3.481595,1.139161,0.0,0.0,0.191763,0.2284983,0,13.0,657.945,721.7991,10.01932,10.01755
953.8735,1643.298,0,0.0,0,0.0,0,0.0,0,0.0,0.007273452,0.01408151,30,32.70535,7.297277,5.630357,7.497802,5.76123,0.2920027,0.3304297,0.2806388,0.4144067,0.4374084,1.111706,1.285504,1.94019,0.0,0.2121689,0.2262909,0.2477388,1,2.0,657.9453,721.7993,10.01932,10.01755
2217.447,2238.229,0,0.0,0,0.0,0,0.0,0,0.0,0.01832728,0.01876174,30,23.11164,4.994753,4.408841,5.111554,4.516364,0.1800761,0.1764154,0.2295111,0.2722537,0.3343309,1.892382,4.018849,2.967523,0.0,0.04952594,0.1453298,0.1434075,0,0.0,657.9455,721.7995,10.01932,10.01755
2092.639,2371.439,0,1.0,0,0.0,0,0.0,0,0.0,0.01602068,0.02045152,30,26.00946,5.174451,4.151043,5.306926,4.246482,0.2075989,0.2546003,0.261252,0.4345416,0.3195596,2.080326,3.741923,2.037708,0.0,0.8201207,0.1823917,0.1440968,0,0.0,657.9457,721.7997,10.01932,10.01755
1707.432,1581.66,0,0.0,0,0.0,0,0.0,0,0.0,0.01437594,0.01413013,30,27.01308,5.921762,5.815413,6.060223,5.964271,0.2084465,0.2920479,0.2773625,0.3662643,0.4046698,1.064259,2.901028,1.964703,0.0,0.1388889,0.1679154,0.2274427,0,1.0,657.946,721.7999,10.01932,10.01755
2271.509,1975.538,1,1.0,0,0.0,0,0.0,0,0.0,0.01882531,0.0172294,30,30.77695,4.767717,4.4995,4.900503,4.688814,0.2236453,0.4126144,0.2878715,0.6533411,0.411256,2.019634,4.022627,1.960774,0.0,0.0,0.1737498,0.2826977,1,2.0,657.9463,721.8001,10.01932,10.01755
1732.333,2131.57,0,0.0,0,0.0,0,0.0,0,0.0,0.01297382,0.01679644,30,26.61222,5.967443,4.50103,6.073494,4.60884,0.1775941,0.2686368,0.1930773,0.3385408,0.3110143,2.540802,3.067299,1.640374,0.0499736,0.4439075,0.1471994,0.1767803,2,0.0,657.9465,721.8004,10.01932,10.01755
2089.956,1936.187,0,0.0,0,0.0,0,0.0,0,0.0,0.01754395,0.01543705,30,26.58827,5.246207,5.173965,5.334227,5.257553,0.1457944,0.2158861,0.1952564,0.4064864,0.3132373,0.7717127,3.788171,3.002796,0.08479518,0.193149,0.1581642,0.1702867,0,0.0,657.9468,721.8005,10.01932,10.01755
2132.725,2162.473,1,0.0,0,0.0,0,0.0,0,0.0,0.01776419,0.01845273,30,28.34946,5.015426,4.614578,5.1648,4.676046,0.2581198,0.1801417,0.2735021,0.3102136,0.4144477,1.810884,3.717435,2.868344,0.0,0.03603882,0.1913458,0.1362056,0,0.0,657.9471,721.8008,10.01932,10.01755
1558.639,1548.579,0,1.0,0,0.0,0,0.0,0,0.0,0.01332802,0.01329489,30,24.79681,5.965247,5.803342,6.138618,5.923406,0.2855401,0.2454031,0.3702143,0.3980198,0.5361655,1.778712,2.392348,1.309034,0.0,0.1242085,0.2967637,0.2390873,4,0.0,657.9473,721.801,10.01932,10.01755
2107.425,1422.999,0,0.0,0,0.0,0,0.0,0,0.0,0.01910693,0.01281194,30,28.5334,5.236011,6.197619,5.337018,6.338269,0.1728707,0.3290853,0.2227364,0.4011652,0.3611055,0.7225032,3.787781,2.016712,0.0,0.0,0.1381348,0.2101433,1,1.0,657.9476,721.8012,10.01932,10.01755
2083.142,1154.854,0,0.0,0,0.0,0,0.0,0,0.0,0.01735372,0.01132878,30,29.67146,5.0606,6.679288,5.221894,6.850043,0.2373834,0.2777502,0.3258942,0.3223773,0.4857328,1.287122,3.582314,1.021599,0.0,0.0,0.1664328,0.258998,4,0.0,657.9479,721.8014,10.01932,10.01755
2130.386,1857.972,0,0.0,0,0.0,0,0.0,0,0.0,0.01945476,0.01764308,30,28.28978,4.865278,5.265227,5.004109,5.390802,0.2593035,0.2623979,0.4222141,0.3999869,0.6699161,0.892805,3.469156,2.578188,0.0,0.2888888,0.1949499,0.2048048,4,842.0,657.9481,721.8016,10.01932,10.01755
2642.028,1740.59,0,1.0,0,0.0,0,0.0,0,0.0,0.02359903,0.01574718,30,32.9311,4.20646,5.430311,4.288168,5.542146,0.1469803,0.2339678,0.2226038,0.3397714,0.3198065,2.235854,4.907077,1.283423,0.0,0.2049065,0.1350186,0.1778038,0,0.0,657.9484,721.8018,10.01932,10.01755
1682.748,1065.288,1,0.0,0,0.0,0,0.0,0,0.0,0.01211189,0.01073433,30,28.20783,5.810289,6.889525,6.009087,7.092052,0.2290542,0.317081,0.3206275,0.3402436,0.3786992,1.005289,2.771164,1.021559,0.0,0.0,0.3110216,0.2416696,3,4.0,657.9487,721.8021,10.01932,10.01755
1816.409,1625.863,0,0.0,0,0.0,0,0.0,0,0.0,0.0162695,0.01403873,30,24.62105,5.555305,5.431634,5.733482,5.572896,0.2645809,0.3543839,0.3311722,0.5125666,0.4703162,2.161886,3.016366,1.194559,0.0,0.0,0.2037283,0.221577,6,6.0,657.9489,721.8022,10.01932,10.01755
1945.801,1902.709,1,0.0,0,0.0,0,0.0,0,0.0,0.01643053,0.01369207,30,24.26608,5.394111,5.040662,5.55643,5.160269,0.247598,0.2289433,0.2679127,0.3304976,0.4053402,2.294998,3.349873,1.874592,0.0,0.0,0.1924939,0.1285852,1,0.0,657.9492,721.8025,10.01932,10.01755
1715.38,2654.686,0,0.0,0,0.0,0,0.0,0,0.0,0.01574738,0.02308081,30,25.70684,6.238489,3.490391,6.344041,3.577825,0.09184786,0.2518983,0.1085612,0.4309781,0.1964647,1.542505,3.215259,4.085504,0.0,0.0,0.06347437,0.129163,0,0.0,657.9494,721.8027,10.01932,10.01755
1673.866,1052.751,0,0.0,0,0.0,0,0.0,0,0.0,0.01296374,0.00847868,30,26.32235,5.99827,6.933053,6.095633,7.084148,0.188299,0.2883602,0.2506663,0.4088913,0.3748904,1.162029,2.889197,0.871635,0.05984468,0.0,0.1611142,0.202818,1,3.0,657.9496,721.8029,10.01932,10.01755
2805.039,1670.58,0,0.0,0,0.0,0,0.0,0,0.0,0.02423955,0.01424935,30,30.17165,3.766327,5.61422,3.880677,5.733485,0.1928879,0.210798,0.2269525,0.7979646,0.3551878,1.186272,5.193293,1.626508,0.0,0.3048339,0.1706548,0.1580105,0,0.0,657.9499,721.8032,10.01932,10.01755
1859.134,1381.386,1,0.0,0,0.0,0,0.0,0,0.0,0.01653204,0.01067374,30,25.1408,5.785235,6.30763,5.87731,6.45561,0.1371095,0.2793505,0.2022142,0.3610741,0.2763887,0.9495763,3.338912,1.454954,0.06174847,0.3114694,0.1259674,0.205836,1,2.0,657.9501,721.8033,10.01932,10.01755
989.241,1667.807,0,0.0,0,0.0,0,0.0,0,0.0,0.007837121,0.01492185,30,27.98659,7.32347,5.663757,7.457399,5.789236,0.2649965,0.2275941,0.3126305,0.3921359,0.3272663,1.365326,1.442701,1.592833,0.0,0.4798978,0.2146473,0.1708465,0,0.0,657.9504,721.8036,10.01932,10.01755
1538.052,1862.554,1,1.0,0,0.0,0,0.0,0,0.0,0.01356093,0.01556079,30,25.75575,6.298577,5.298053,6.402528,5.420807,0.179039,0.242695,0.2942416,0.3483039,0.3819103,0.7339018,2.578287,2.670178,0.0,0.4031258,0.1836418,0.1988623,3,1.0,657.9506,721.8038,10.01932,10.01755
1871.816,1788.875,0,0.0,0,0.0,0,0.0,0,0.0,0.01490146,0.01548662,30,28.76457,5.425752,5.382937,5.575558,5.491853,0.2778904,0.1978313,0.3472968,0.3738075,0.4640152,1.366556,3.118092,2.165195,0.0,0.2378752,0.2368032,0.1847493,1,0.0,657.9509,721.804,10.01932,10.01755
1909.368,1270.723,0,0.0,0,0.0,0,0.0,0,0.0,0.01586526,0.01120243,30,23.71779,5.471228,6.250778,5.61378,6.451973,0.2307256,0.3503666,0.2838296,0.5034367,0.4168552,1.434792,3.27457,0.9692388,0.0,0.05,0.1998934,0.2580706,0,12.0,657.9511,721.8042,10.01932,10.01755
2147.112,1544.244,1,1.0,0,0.0,0,0.0,0,0.0,0.01998815,0.01278554,30,30.06956,4.993241,5.882775,5.128053,6.011516,0.2238951,0.2091768,0.2900347,0.2957446,0.4335078,1.553672,3.755577,1.767696,0.0,0.0,0.1885795,0.1800618,1,1.0,657.9514,721.8044,10.01932,10.01755
1389.2,2308.181,0,1.0,0,0.0,0,0.0,0,0.0,0.011082,0.01869076,30,25.40658,6.604656,4.211278,6.718774,4.349482,0.174385,0.2570424,0.2521329,0.3242979,0.3464538,1.287578,2.36728,3.656085,0.0,0.0,0.1606169,0.1433886,4,0.0,657.9517,721.8046,10.01932,10.01755
2340.336,2295.914,0,0.0,0,0.0,0,0.0,0,0.0,0.02231561,0.02051701,30,26.95685,4.644078,4.142135,4.757222,4.252172,0.2004221,0.2436693,0.2790685,0.398645,0.4203812,2.064488,4.177271,2.622381,0.0,0.2619368,0.1852806,0.1745825,0,1.0,657.9519,721.8048,10.01932,10.01755
1632.499,1759.144,0,1.0,0,0.0,0,0.0,0,0.0,0.01460175,0.01507295,30,25.28586,5.975194,5.476422,6.147936,5.617667,0.2472251,0.2862941,0.3020587,0.3673542,0.4670659,1.14011,2.660704,2.269961,0.0,0.1404788,0.1946585,0.1960039,1,0.0,657.9521,721.8051,10.01932,10.01755
2223.109,2526.68,1,0.0,0,0.0,0,0.0,0,0.0,0.01649641,0.02199786,30,27.12675,4.747304,3.936511,4.921865,4.046559,0.2433702,0.217467,0.2742966,0.3276614,0.4606034,0.6259335,3.870526,4.31374,0.0,0.313919,0.2489878,0.172586,1,0.0,657.9524,721.8052,10.01932,10.01755
1461.36,1207.351,0,0.0,0,0.0,0,0.0,0,0.0,0.01295193,0.008633551,30,26.77982,6.401345,6.557413,6.525376,6.773857,0.2166648,0.3068692,0.2577032,0.330966,0.437505,1.130696,2.385823,1.268968,0.0,0.0,0.1965684,0.2065219,1,3.0,657.9526,721.8055,10.01932,10.01755
923.4095,1551.219,0,0.0,0,0.0,0,0.0,0,0.0,0.007009922,0.01368735,30,27.12341,7.350249,6.04424,7.519539,6.202193,0.2999953,0.2303755,0.3205962,0.3415633,0.4594877,0.932711,1.164191,1.476081,0.0,0.6458235,0.2558363,0.1891258,1,3.0,657.9529,721.8057,10.01932,10.01755
2444.023,2220.724,1,1.0,0,0.0,0,0.0,0,0.0,0.02005108,0.01976477,30,26.22697,4.501449,4.320591,4.622224,4.422875,0.1836928,0.2274218,0.2021164,0.429313,0.329491,2.256804,4.465463,2.433475,0.1096869,0.0943704,0.1069755,0.1536073,0,0.0,657.9531,721.8059,10.01932,10.01755
2008.248,1312.934,2,1.0,0,0.0,0,9.0,0,0.0,0.01480588,0.01037047,30,24.12576,5.362485,6.255887,5.482268,6.429223,0.2138078,0.3679331,0.2410928,0.4340118,0.3226975,0.9436938,3.57172,1.636481,0.0,0.0,0.1880629,0.2065305,1,2.0,657.9534,721.8061,10.01932,10.01755
1543.251,1862.321,0,0.0,0,0.0,0,0.0,0,0.0,0.01341038,0.01623304,30,24.81606,6.059593,5.321241,6.226143,5.412704,0.2999585,0.21756,0.345954,0.3046179,0.5366844,1.672199,2.403798,1.787577,0.0,0.4390806,0.2071125,0.1841328,1,0.0,657.9536,721.8063,10.01932,10.01755
1761.151,1799.364,0,1.0,0,0.0,0,0.0,0,0.0,0.01537397,0.01623659,30,29.45616,5.647562,4.759646,5.811685,4.947053,0.2873918,0.3997459,0.3727264,0.7367822,0.4963788,2.427352,2.834335,1.174837,0.0,0.0,0.2171325,0.3320948,1,2.0,657.9539,721.8065,10.01932,10.01755
1768.852,1963.987,1,1.0,0,0.0,1,0.0,0,0.0,0.01196845,0.01558319,30,25.61572,5.888527,4.975106,6.00762,5.061185,0.2012676,0.1803651,0.2693658,0.2981339,0.329226,1.978174,3.059512,2.309521,0.0,0.01525422,0.1526563,0.1752495,1,0.0,657.9541,721.8068,10.01932,10.01755
2876.116,2097.243,0,0.0,0,0.0,0,0.0,0,0.0,0.02392096,0.01908307,30,27.2488,3.683611,4.539312,3.782427,4.70083,0.1695344,0.2914533,0.218824,0.3514731,0.3478179,2.16918,5.349564,1.809103,0.0,0.4793302,0.1514794,0.2164968,0,4.0,657.9544,721.8069,10.01932,10.01755
1577.314,1771.541,0,0.0,0,0.0,0,0.0,0,0.0,0.01185013,0.01555928,30,31.21237,6.117368,5.367154,6.272965,5.502188,0.203432,0.2371483,0.2958268,0.4057023,0.4326006,1.622198,2.551858,1.799443,0.0692461,0.2520161,0.1937186,0.1991732,0,1.0,657.9547,721.8072,10.01932,10.01755
1685.81,1615.172,1,0.0,0,0.0,0,0.0,0,0.0,0.01189039,0.01461524,30,25.47164,6.000696,5.624944,6.126184,5.809213,0.2233195,0.3313135,0.2634673,0.4253243,0.2892518,0.9541944,2.908755,2.261772,0.0,0.0,0.2086731,0.2360542,0,1.0,657.9549,721.8074,10.01932,10.01755
2243.194,1952.123,1,0.0,0,0.0,0,0.0,0,0.0,0.01945539,0.01571699,30,25.18718,4.487082,4.925599,4.682968,5.078948,0.3122635,0.3293594,0.4015929,0.4753322,0.6215324,1.034764,3.71224,2.561951,0.0,0.3096776,0.2890517,0.2278448,2,0.0,657.9551,721.8076,10.01932,10.01755
2411.225,1915.63,1,1.0,0,0.0,0,0.0,0,0.0,0.01947447,0.0157957,30,30.28409,4.667825,5.142569,4.769145,5.27408,0.1704615,0.2162716,0.2051363,0.3249682,0.3176169,0.7892788,4.440092,2.991469,0.0,0.2532097,0.1172042,0.168595,0,1.0,657.9554,721.8079,10.01932,10.01755
1402.454,1567.978,0,1.0,0,0.0,0,0.0,0,0.0,0.01200684,0.01386403,30,28.00889,6.427166,5.849771,6.621096,6.013566,0.259218,0.3257363,0.2881603,0.404412,0.3627024,0.8777371,2.240456,2.024819,0.0,0.1277662,0.2480136,0.2438329,7,2.0,657.9556,721.8083,10.01932,10.01755
1396.451,963.2192,0,0.0,0,0.0,0,0.0,0,0.0,0.01213178,0.00837921,30,27.09338,6.164017,7.38214,6.419825,7.507152,0.3675176,0.2339718,0.3795235,0.2756793,0.5331861,0.4198381,2.000414,1.339682,0.0,0.05555555,0.3191769,0.1860111,12,2.0,657.9559,721.8085,10.01932,10.01755
2594.832,1595.641,0,2.0,0,0.0,0,0.0,0,0.0,0.02112539,0.01356906,30,26.93705,4.202819,5.484259,4.331151,5.719955,0.1974025,0.3725246,0.2255411,0.5362462,0.3875734,1.146208,4.726519,1.972651,0.0,0.0,0.1514685,0.2702877,0,3.0,657.9561,721.8087,10.01932,10.01755
2563.62,1795.456,0,1.0,0,0.0,0,0.0,0,0.0,0.02283222,0.01522729,30,22.88453,4.273686,5.171044,4.398479,5.350997,0.1998658,0.2967121,0.2265953,0.4166566,0.3232817,1.653115,4.731049,2.029111,0.0,0.02692821,0.1403766,0.2443446,1,2.0,657.9564,721.8089,10.01932,10.01755
1355.661,1528.802,0,1.0,0,0.0,0,0.0,0,0.0,0.009515106,0.01149139,30,28.67867,6.648096,5.72232,6.811151,5.902461,0.2522995,0.3763978,0.2409034,0.5217191,0.3343905,1.611082,2.206642,0.8561042,0.0,0.4514009,0.1742606,0.2987106,2,2.0,657.9567,721.8091,10.01932,10.01755
2620.359,1688.418,0,0.0,0,0.0,0,0.0,0,0.0,0.02092583,0.01315818,30,27.54985,4.256334,5.425749,4.345003,5.560112,0.1596453,0.3050934,0.2089156,0.4883822,0.310895,1.890096,4.875754,1.550968,0.0,0.0,0.1194355,0.2232227,0,2.0,657.9569,721.8093,10.01932,10.01755
3049.109,1827.048,2,0.0,0,0.0,0,0.0,0,0.0,0.02597678,0.01562518,30,29.59573,3.409521,5.253778,3.494948,5.384326,0.1475062,0.2667343,0.1725825,0.3895704,0.2941946,1.018873,5.782297,2.587647,0.0,0.1815207,0.1281248,0.1892014,0,3.0,657.9572,721.8096,10.01932,10.01755
2338.225,1495.422,1,0.0,0,0.0,0,0.0,0,0.0,0.01760621,0.01313181,30,25.00301,4.632442,6.191144,4.755447,6.301599,0.2480832,0.2129319,0.2546542,0.2620371,0.4469816,0.696128,4.133425,2.324751,0.0,0.05443455,0.1810646,0.1659953,1,0.0,657.9575,721.8098,10.01932,10.01755
1580.099,1721.555,1,0.0,0,0.0,0,0.0,0,0.0,0.01297979,0.01525694,30,27.19059,5.997036,5.253493,6.156393,5.380588,0.2827687,0.285923,0.3546675,0.5123019,0.5040482,1.943846,2.485498,1.688077,0.0,0.0,0.2362721,0.2071296,3,1.0,657.9578,721.81,10.01932,10.01755
1733.727,2230.768,0,1.0,0,0.0,0,0.0,0,0.0,0.01559214,0.01787723,30,28.44066,5.826539,4.288859,5.974178,4.410083,0.235993,0.2300603,0.2788793,0.7885236,0.3970492,1.876684,2.931576,2.331128,0.0,0.2305575,0.2019705,0.1508416,5,3.0,657.9581,721.8102,10.01932,10.01755
1708.396,1981.189,0,1.0,0,0.0,0,0.0,0,0.0,0.01498271,0.01679234,30,26.76621,5.848709,4.781118,5.992109,4.887696,0.2405579,0.2857237,0.3114988,0.4076262,0.5113566,2.224278,2.771853,1.912878,0.0,0.1222222,0.1922705,0.1774494,5,1.0,657.9584,721.8105,10.01932,10.01755
1823.596,1650.347,0,2.0,0,0.0,0,0.0,0,0.0,0.01632238,0.01335512,30,22.89913,5.572705,5.680345,5.728641,5.824698,0.2587078,0.2567055,0.3001657,0.3910079,0.5057399,1.065222,3.003609,1.999534,0.0,0.2804729,0.222784,0.2002254,1,841.0,657.9586,721.8107,10.01932,10.01755
164.7955,1348.187,0,1.0,0,0.0,0,0.0,1,0.0,0.004799189,0.009928841,30,29.08832,1.938785,6.429153,1.977674,6.559813,0.0611111,0.2834238,0.09444445,0.3621845,0.1055556,0.5690991,0.1610676,2.012763,0.0,0.0,0.0611111,0.2305997,2,1.0,193.1608,721.8109,2.463999,10.01755
97.26372,1629.364,0,0.0,0,0.0,1,0.0,1,0.0,0.002823654,0.01393904,30,29.5962,2.083187,5.764472,2.127631,5.897865,0.07777777,0.258458,0.07222222,0.3908412,0.07777777,1.201272,0.04444444,2.018187,0.0,0.07222222,0.0611111,0.1790286,7,1.0,193.1613,721.8111,2.463999,10.01755
230.1487,1557.333,1,0.0,0,0.0,0,0.0,1,0.0,0.006658287,0.01309899,30,30.28466,1.783191,6.073564,1.849858,6.174531,0.05555555,0.219304,0.07222222,0.2723842,0.08888889,0.5532249,0.3166232,2.607379,0.0,0.0,0.08888889,0.1910548,2,0.0,194.0285,721.8113,2.475999,10.01755
452.2712,1242.06,1,0.0,0,0.0,0,0.0,1,0.0,0.01308359,0.01032273,30,27.55343,1.299854,6.579816,1.372077,6.73053,0.1,0.2725019,0.09444445,0.4215115,0.1277778,0.9741195,0.7055119,1.151537,0.005555556,0.2481698,0.07222222,0.2195091,6,1.0,194.2488,721.8115,2.479332,10.01755
404.5856,1756.761,0,0.0,0,0.0,0,0.0,1,0.0,0.01163909,0.01510913,30,29.56609,1.4943,5.304229,1.527633,5.460433,0.05,0.2711588,0.07777777,0.3957686,0.1166667,2.159256,0.6666231,1.147246,0.0,0.3777779,0.05,0.2062294,1,1.0,194.9696,721.8118,2.490666,10.01755
517.4514,1460.347,0,0.0,0,0.0,0,0.0,1,0.0,0.01470377,0.01401212,30,31.79363,1.277498,6.269879,1.321943,6.416265,0.07222222,0.2181177,0.06666666,0.3129975,0.1221788,0.5562215,0.8888879,2.321265,0.005555556,0.0,0.04444444,0.1930175,1,3.0,197.0466,721.812,2.522999,10.01755
309.9165,1959.134,0,1.0,0,0.0,0,0.0,1,0.0,0.008795355,0.01544368,30,30.89366,1.699724,4.747869,1.733057,4.887326,0.05,0.354459,0.08333334,0.563309,0.1388454,1.363952,0.4555558,2.385195,0.0,0.1828763,0.0611111,0.2807607,1,3.0,197.0471,721.8122,2.522999,10.01755
289.2396,1752.935,0,0.0,0,0.0,0,0.0,1,0.0,0.008067884,0.01387794,30,32.48711,1.749201,5.593925,1.793646,5.691832,0.08888889,0.1775849,0.1,0.2681193,0.1388889,1.838302,0.3776892,1.519824,0.0,0.394343,0.07222222,0.1278668,1,1.0,200.1268,721.8124,2.571999,10.01755
425.6094,1598.568,0,1.0,0,0.0,0,0.0,1,0.0,0.01188559,0.01443303,30,26.58787,1.494331,5.602574,1.538776,5.7919,0.06666666,0.2950771,0.08880024,0.4245729,0.1722069,1.310837,0.6493284,1.990894,0.0,0.0,0.05555555,0.2045901,1,3.0,200.2636,721.8126,2.573999,10.01755
402.7602,1664.412,0,1.0,0,0.0,0,0.0,1,0.0,0.01101448,0.01523763,30,25.33941,1.560955,5.617206,1.610956,5.727685,0.08333334,0.1997906,0.09442911,0.3097089,0.1387358,1.684089,0.6160594,1.874055,0.0,0.05,0.08328988,0.1725414,1,0.0,203.7206,721.8129,2.628333,10.01755
409.3267,2433.571,0,1.0,0,0.0,0,0.0,1,0.0,0.01114454,0.02161273,30,24.65069,1.582462,4.146417,1.643574,4.265962,0.06666666,0.2406613,0.08888889,0.3879732,0.1555555,0.6724889,0.6332294,3.974015,0.0,0.2888888,0.05,0.1878845,2,0.0,204.7707,721.813,2.639666,10.01755
303.7008,1802.116,0,2.0,0,0.0,0,0.0,1,0.0,0.008270962,0.01417057,30,30.82447,1.915709,5.133804,1.943487,5.308241,0.03331799,0.3144835,0.03888889,0.513737,0.05,1.795818,0.5333337,1.518559,0.0,0.3326676,0.03888889,0.2343668,2,3.0,204.7714,721.8133,2.639666,10.01755
281.5073,1689.012,0,1.0,1,0.0,0,0.0,0,0.0,0.007660339,0.01342818,30,27.87689,1.960139,5.562045,1.982361,5.676158,0.03333334,0.2294285,0.05,0.3534951,0.08333334,1.796787,0.4666669,1.63751,0.0,0.1613941,0.02777778,0.163099,2,0.0,205.2272,721.8135,2.645666,10.01755
298.8626,1527.655,0,1.0,1,0.0,0,0.0,0,0.0,0.008059062,0.01490805,30,26.05442,1.899027,5.984995,1.943472,6.129594,0.05,0.2588456,0.06666666,0.408837,0.1,1.112679,0.4666669,1.639039,0.0,0.2738507,0.03888889,0.1950376,0,2.0,206.746,721.8138,2.668999,10.01755
528.3349,2372.872,0,0.0,1,0.0,0,0.0,0,0.0,0.01411033,0.02010839,30,30.37801,1.493263,4.299734,1.526597,4.389591,0.05,0.194571,0.05,0.3834383,0.08333334,1.268114,0.9555543,3.145034,0.0,0.4906886,0.02777778,0.1464356,0,0.0,208.5723,721.814,2.695999,10.01755
194.2337,1870.063,0,0.0,0,0.0,0,0.0,1,0.0,0.005194667,0.01712685,30,26.2733,2.06622,5.289023,2.132872,5.429155,0.07222222,0.2443715,0.09444445,0.267039,0.1276247,1.035335,0.2049935,2.642548,0.0,0.2055555,0.0611111,0.193871,2,5.0,208.7185,721.8142,2.697999,10.01755
